Perusahaan,Sektor
PT Persada Medika Utama,Healthcare/Medical
PT Persada Mizu Interia,Architectural Services/Interior Designing
PT Persada Mulia Unisukses (UNITYLAND),Property/Real Estate
PT Persada Nusantara Telekomunikasi,Telecommunication
PT Persada Palembang Raya,Construction / Building / Engineering
PT Persada Silver,Others
PT Persada Wijaya Sentosa,Manufacturing/Production
PT Persadha Teknindo Adiyasa,Manufacturing/Production
PT Perseroan Dagang dan Industri Farmasi Afiat,BioTechnology / Pharmaceutical / Clinical research
PT Persib Bandung Bermartabat,Sports
PT Persindo Pertiwi Agung,Retail / Merchandise
PT Persona Interactive,Human Resources Management/Consulting
PT Persona Prima Utama (Bali),Human Resources Management / Consulting
PT Persona Prima Utama (Yogyakarta),Human Resources Management / Consulting
PT Personal Division,Automobile / Automotive Ancillary / Vehicle
PT Personel Alih Daya (Makassar),Human Resources Management / Consulting
PT Personel Alih Daya (Persada Bali),Human Resources Management/Consulting
PT Personel Alih Daya (Persada),Human Resources Management/Consulting
PT Personel Alih Daya (Persada) Balikpapan,Human Resources Management/Consulting
PT Personel Alih Daya (persada) Batam,Human Resources Management / Consulting
PT Personel Alih Daya (Surabaya),Human Resources Management / Consulting
PT PERTA - SAMTAN GAS,Oil / Gas / Petroleum
PT Pertagas Niaga,Oil/Gas/Petroleum
PT Pertalube Nusa Jaya,Oil/Gas/Petroleum
PT Pertama Logistic Service,Transportation/Logistics
PT Pertama Precision Bintan,Electrical & Electronics
PT Pertama Sarana Unggulan,Manufacturing / Production
PT Pertamina (Persero),Oil/Gas/Petroleum
PT Pertamina Dana Ventura,Banking/Financial Services
PT Pertamina Drilling Services Indonesia,Oil / Gas / Petroleum
PT Pertamina EP,Oil / Gas / Petroleum
PT Pertamina EP Cepu,Oil/Gas/Petroleum
PT Pertamina Gas,Oil / Gas / Petroleum
PT Pertamina Geothermal Energy,Oil / Gas / Petroleum
PT Pertamina Hulu Energi West Madura Offshore (PHEWMO),Oil / Gas / Petroleum
PT Pertamina Patra Niaga,Oil/Gas/Petroleum
PT Pertamina Patra Niaga Balikpapan,Mining
PT Pertamina Retail,Retail/Merchandise
PT Pertamina Training & Consulting,Consulting (Business & Management)
PT Pertiwi Agung Pharmaceutical Industry (Landson),BioTechnology / Pharmaceutical / Clinical research
PT Pertiwi Daya Sembada,Property / Real Estate
PT Pertiwi Indo Mas,Textiles / Garment
PT Pertiwi Mediasindo,General & Wholesale Trading
PT Pertiwi Nusantara Resource,Computer / Information Technology (Hardware)
PT Peruri Digital Security,Computer/Information Technology (Software)
PT Peruri Properti,Property/Real Estate
PT Peruri Wira Timur,General & Wholesale Trading
PT Perusahaan Dagang Muara,Construction/Building/Engineering
PT Perusahaan Gas Negara (Persero) Tbk,Oil / Gas / Petroleum
PT Perusahaan Industri Ceres,Manufacturing/Production
PT Perusahaan Industri SINDU AMRITHA,Food & Beverage/Catering/Restaurant
PT Perusahaan Pelayaran Equinox,Transportation / Logistics
PT Perusahaan Pelayaran Nusantara Panurjwan,Marine/Aquaculture
PT Perusahaan Perdagangan Indonesia (Persero),General & Wholesale Trading
PT Perusahaan Perdagangan Indonesia (Persero) Balikpapan,General & Wholesale Trading
PT Perusahaan Perdagangan Indonesia (PERSERO) Malang,Transportation/Logistics
PT Pervasif Dayawawas Pirantiniaga,"Consulting (IT, Science, Engineering & Technical)"
PT Perwata Mulia Abadi,Grooming/Beauty/Fitness
PT Perwira Asia Bajatama,General & Wholesale Trading
PT Perwira Bhakti Sentrasejatera,Manufacturing/Production
PT Perwira Samudra Trans,Transportation / Logistics
PT Perwira Tamaraya Abadi (Wonderbath & Beyond),Construction/Building/Engineering
PT Perwira Tegar Mandiri,Heavy Industrial / Machinery / Equipment
PT Perwirabhakti Sentrasejahtera,Transportation/Logistics
PT Perwirabhakti Sentrasejahtera ( Bandung ),General & Wholesale Trading
PT Perwirabhakti Sentrasejahtera (Bali),Electrical & Electronics
PT Perwita Nusaraya,Human Resources Management / Consulting
PT Perwita Nusaraya MJI,General & Wholesale Trading
PT Pesaka Freight Forwarding,Transportation / Logistics
PT Pesaka Internasional Logistindo,Transportation / Logistics
PT Pesaka Loka Kirana,Transportation/Logistics
PT Pesona (UOB Buana Credit Card Div),Banking/Financial Services
PT Pesona Anugerah Indonesia,Healthcare/Medical
PT Pesona Aura Biru,Manufacturing/Production
PT Pesona Austina Property,Property/Real Estate
PT Pesona Bali Asri,Hotel / Hospitality
PT Pesona Berlian,Food & Beverage/Catering/Restaurant
PT Pesona Cakrawala (Tours & Travel (Trigana Air),Travel/Tourism
PT Pesona Cipta,Human Resources Management/Consulting
PT Pesona Cipta (Surabaya),Human Resources Management / Consulting
PT Pesona Dante Kintani,Travel / Tourism
PT Pesona Gerbang Karawang,Property / Real Estate
PT Pesona Gita Anindita,Entertainment/Media
PT Pesona Graha Semerbak,Hotel / Hospitality
PT Pesona Indah Mandiri (PESONALAND),Property/Real Estate
PT Pesona Indonesia Tours,Travel/Tourism
PT Pesona Khatulistiwa Nusantara,Mining
PT PESONA MITRA CEMERLANG,Others
PT Pesona Mozaik,Travel/Tourism
PT Pesona Nirwana Property,Property/Real Estate
PT Pesona Pharma Alam Elok,Food & Beverage / Catering / Restaurant
PT Pesona Prima Utama,Human Resources Management/Consulting
PT Pesona Putera Manggala,Hotel / Hospitality
PT Pesona Putra Mandiri,Food & Beverage/Catering/Restaurant
PT Pesona Putra Perkasa,Banking/Financial Services
PT Pesona Scientific,BioTechnology/Pharmaceutical/Clinical research
PT PESONA SINJANG KENCANA,General & Wholesale Trading
PT Pesona Taksu Bali,Arts / Design / Fashion
PT PESONA WISATA INDOSEMESTA,Travel/Tourism
PT Pesta Pora Abadi,Food & Beverage/Catering/Restaurant
PT Petakumpet Creative Network,Advertising/Marketing/Promotion/PR
PT Petani Gayo Makmur,Agricultural / Plantation / Poultry / Fisheries
PT Petarung Tangguh Persada,Retail/Merchandise
PT Peter Cremer Indonesia,General & Wholesale Trading
PT Peter F Saerang,Grooming/Beauty/Fitness
PT Peternakan Ayam Manggis,Agricultural/Plantation/Poultry/Fisheries
PT Peternakan Ayam Manggis (Sukabumi),Agricultural/Plantation/Poultry/Fisheries
PT Peterson Mitra Indonesia,Others
PT Petgo Bastian,Food & Beverage / Catering / Restaurant
PT Petindo Plastikatama Indonesia,Polymer / Plastic / Rubber / Tyres
PT Petnesia Resindo,Others
PT Petra Anugerah Sejahtera,Construction/Building/Engineering
PT Petra Kaltim Sejahtera,Manufacturing/Production
PT Petra Konstruksi Abadi,General & Wholesale Trading
PT Petra Noormans Investama ( Kopnatel Jaya ),Hotel / Hospitality
PT Petra Nusa Elshada,General & Wholesale Trading
PT Petra Sejahtera Abadi,Food & Beverage/Catering/Restaurant
PT Petra Sejahtera Abadi (Bandung),Manufacturing/Production
PT Petra Synergi Alam,Manufacturing/Production
PT Petra Synergie,"Consulting (IT, Science, Engineering & Technical)"
PT Petra Town Square,Property/Real Estate
PT Petracarbon Indonesia,Oil / Gas / Petroleum
PT Petraco Prima Utama,Advertising/Marketing/Promotion/PR
PT Petrakonsulindo Utama,Exhibitions/Event management/MICE
PT Petratama Nusapertiwi,Retail / Merchandise
PT Petraya Mitra Jaya,Manufacturing/Production
PT Petro AP Venus Indonesia,General & Wholesale Trading
PT Petro Bangun Engineering,Oil / Gas / Petroleum
PT Petro Bara Kokas,Mining
PT Petro Canada,Oil/Gas/Petroleum
PT Petro Energi Nusantara,Oil / Gas / Petroleum
PT Petro Energi Pasifik,Oil/Gas/Petroleum
PT Petro Energi Samudra,Oil/Gas/Petroleum
PT Petro Energy,Oil/Gas/Petroleum
PT Petro Global Investama,Automobile/Automotive Ancillary/Vehicle
PT Petro Global Niaga,Construction / Building / Engineering
PT Petro Indo Mandiri,Oil / Gas / Petroleum
PT PETRO JORDAN ABADI,Chemical / Fertilizers / Pesticides
PT Petro Oil Tools,Heavy Industrial/Machinery/Equipment
PT Petro Oxo Nusantara,Chemical/Fertilizers/Pesticides
PT PETROALFA,Oil / Gas / Petroleum
PT Petrobas Indonesia,Oil / Gas / Petroleum
PT Petrochem Sinergy Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT Petroconas (Head Office),Accounting / Audit / Tax Services
PT Petrodata System,Computer / Information Technology (Software)
PT Petrodrill Manufaktur Indonesia,Manufacturing/Production
PT Petroenergy Utama Wiriagar,Oil/Gas/Petroleum
PT Petrofic Lab Indonesia,Others
PT PETROGAS WIRA JATIM,Mining
PT Petrohans Tritunggal,"Consulting (IT, Science, Engineering & Technical)"
PT Petroindo Global,Oil/Gas/Petroleum
PT Petrojaya Boral Plasterboard (USG Boral),Manufacturing/Production
PT Petrolab Services,Consumer Products / FMCG
PT Petroleum Lima,General & Wholesale Trading
PT Petrolink Services Indonesia,Computer/Information Technology (Software)
PT Petrolog Indah,Heavy Industrial/Machinery/Equipment
PT Petrolog Multi Usaha Mandiri,Construction/Building/Engineering
PT Petrolube Cakra Persada,Heavy Industrial/Machinery/Equipment
PT Petromindo Creative Solution,Advertising/Marketing/Promotion/PR
PT Petromitra Pacific Internusa,Oil/Gas/Petroleum
PT Petrona Mining Company,Mining
PT Petronas Niaga Indonesia,Oil / Gas / Petroleum
PT Petronesia Benimel,Oil/Gas/Petroleum
"PT Petrosea Offshore Supply Base (POSB), Tbk",Mining
PT Petrosea Tbk,Construction/Building/Engineering
PT Petrotec Air Power,Heavy Industrial / Machinery / Equipment
PT Petrotec Guna Perkasa,Oil/Gas/Petroleum
PT Petrovina,Manufacturing/Production
PT Petrovina Energi Indonesia,Accounting/Audit/Tax Services
PT Petrus Indonesia,Electrical & Electronics
PT Petukangan Medical Center,Healthcare / Medical
PT PFCE Indonesia,Construction / Building / Engineering
PT Pfizer Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT PG Asset Management,Banking/Financial Services
PT PGAS Solution,Oil / Gas / Petroleum
PT PGAS Telekomunikasi Nusantara,Telecommunication
PT PGN LNG Indonesia,Oil / Gas / Petroleum
PT Phala Nusantara Persada,Telecommunication
PT Phalya Suphala Emas,Heavy Industrial/Machinery/Equipment
PT Phangestu Jaya Abadi,Manufacturing / Production
PT Phapros Tbk,BioTechnology/Pharmaceutical/Clinical research
PT Phar Partnerships,Mining
PT Pharaohs Management Solutions,Computer / Information Technology (Software)
PT Pharindo Laboratories,Healthcare / Medical
PT Pharma Laboratories,BioTechnology/Pharmaceutical/Clinical research
PT Pharmapack,BioTechnology / Pharmaceutical / Clinical research
PT Pharmasia Perdana Medica,Healthcare / Medical
PT Pharmasolindo,BioTechnology/Pharmaceutical/Clinical research
PT Pharmindo Rimpang Kokoh,Healthcare/Medical
PT Pharos Indonesia,BioTechnology / Pharmaceutical / Clinical research
PT Pharos Indonesia (Acc Ibu Eny),Healthcare/Medical
PT Pharos Indonesia (Cabang Bandung),BioTechnology / Pharmaceutical / Clinical research
PT Pharos Indonesia (Cirebon),Chemical / Fertilizers / Pesticides
PT Pharos Indonesia (Padang),BioTechnology/Pharmaceutical/Clinical research
PT Pharos Indonesia (Solo),BioTechnology / Pharmaceutical / Clinical research
PT Pharos Indonesia Branch Semarang,BioTechnology/Pharmaceutical/Clinical research
PT Phasco,Construction / Building / Engineering
PT Phasco Bali,Construction / Building / Engineering
PT PHASE Delta Control,Computer/Information Technology (Software)
PT PHC Indonesia,Healthcare/Medical
PT Phe Engineering,Heavy Industrial/Machinery/Equipment
PT Phenomena Pratama,Human Resources Management/Consulting
PT PHHP Pemasaran Indonesia (Jakarta),Consumer Products/FMCG
PT PHHP Pemasaran Indonesia Cabang Medan,Others
PT Philhua Shipping Indonesia,Transportation/Logistics
PT Philips Indonesia,Electrical & Electronics
PT Philips Indonesia,Healthcare/Medical
PT Philips Industries Batam,Electrical & Electronics
PT Phillip Asset Management,Banking/Financial Services
PT Phillip Securities,Stockbroking / Securities
PT Phillip Securities Indonesia (Solo),Others
PT Phillip Sekuritas Indonesia,Stockbroking/Securities
PT Phillips Seafoods Indonesia,Agricultural/Plantation/Poultry/Fisheries
PT Phillips Seafoods Indonesia,Manufacturing/Production
PT Phillips Seafoods Indonesia (Lampung),Consumer Products / FMCG
PT Philnesia International,Manufacturing/Production
PT Philothea Duta Anugrah,Education
PT Philtera,Telecommunication
PT Phincon,Consulting (Business & Management)
PT Phintraco Ekasarana,Computer / Information Technology (Software)
PT Phitagoras Global Duta,Exhibitions/Event management/MICE
PT Phoenix Communications,Printing/Publishing
PT Phoenix Contact,Electrical & Electronics
PT Phoenix Geosystem Indonesia,Construction/Building/Engineering
PT Phoenix Lazar Perkasa,Manufacturing / Production
PT PhoeniXaven Advertising,Advertising / Marketing / Promotion / PR
PT PHUTAN TRANS UTAMA,Transportation/Logistics
PT Phyto Kemo Agung Farma,Healthcare / Medical
PT Phytochemindo Reksa,BioTechnology / Pharmaceutical / Clinical research
PT Piaget Indonesia ( Piaget Academy ),Education
PT Pianeta Sud Est,Architectural Services / Interior Designing
PT PIC Surabaya,Manufacturing / Production
PT Pica Tapas Bali,Food & Beverage / Catering / Restaurant
PT Picanol Indonesia,Manufacturing / Production
PT Picarin Jaya Abadi,Manufacturing/Production
PT Picarvi,Computer / Information Technology (Software)
PT Picbit Indonesia,Arts/Design/Fashion
PT Pici And Industry,Manufacturing/Production
PT Pick Creative Agency (Pick Digital Agency),Advertising/Marketing/Promotion/PR
PT Pico TBA Indonesia,Advertising / Marketing / Promotion / PR
PT PiEE Internasional,Architectural Services/Interior Designing
PT Pierre Feret International,Gems/Jewellery
PT Pigeon Indonesia,Manufacturing/Production
PT Pijar Kreasi Mandiri,Arts / Design / Fashion
PT Pijar Nusa Pasifik,General & Wholesale Trading
PT Pijar Sukma,Wood / Fibre / Paper
PT Pika Prima Inspira,Manufacturing / Production
PT Pikiran Kenari,Hotel / Hospitality
PT Pikko Land Development Tbk,Property/Real Estate
PT Pikkoland Development Tbk,Property/Real Estate
PT Pilar Artha Abadi,Mining
PT Pilar Bangun Nusantara,Heavy Industrial/Machinery/Equipment
PT Pilar Bukit Mandiri,Mining
PT Pilar Cipta Nusantara,Property/Real Estate
PT Pilar Ekatama,Electrical & Electronics
PT Pilar Gapura Nusa,Construction/Building/Engineering
PT Pilar Garba Inti,"Consulting (IT, Science, Engineering & Technical)"
PT Pilar Global Solusi,Retail/Merchandise
PT Pilar Imaji Adigraha,Electrical & Electronics
PT Pilar Indo Jaya Perkasa,Construction / Building / Engineering
PT Pilar Langit Utama,Food & Beverage/Catering/Restaurant
PT Pilar Lintang Pratama,Construction/Building/Engineering
PT Pilar Mas (Cikupa),Construction / Building / Engineering
PT Pilar Mas Abadi,Printing/Publishing
PT Pilar Mas Abadi (Surabaya),Retail/Merchandise
PT Pilar Mas Sakti,Manufacturing / Production
PT Pilar Pangan Perkasa,General & Wholesale Trading
PT Pilar Perkasindo,Construction/Building/Engineering
"PT Pilar Prima Nusantara, J&T Alibaba",Transportation/Logistics
PT Pilar Prima Persada,Others
PT Pilar Rekayasa Mandiri,Mining
PT Pilar Sakti Bersama (Novotel Palembang),Hotel / Hospitality
PT Pilar Sapta Mandiri,Electrical & Electronics
PT Pilar Sejati Sejahtera (Boyolali),Textiles / Garment
PT Pilar Solusi Digital,Repair & Maintenance Services
PT Pilar Yuris Ultima,General & Wholesale Trading
PT Pilarin Adamar Samana,Architectural Services / Interior Designing
PT PILARMAS INVESTINDO SEKURITAS,Banking/Financial Services
PT Pilatology Makmur Indonesia,Healthcare/Medical
PT Pilindo Megah Selatan,Transportation/Logistics
PT Pilindo Megah Selatan (Yang Ming Line Surabaya),Aerospace/Aviation/Airline
PT Pillar Capital,Human Resources Management/Consulting
PT Pillar Handal Sejati,General & Wholesale Trading
PT Pillar Multi Sarana Utama,Electrical & Electronics
PT Pillar Mutiara,Construction/Building/Engineering
PT Pillar Nusa Propertindo,Property/Real Estate
PT Pillar Nusa Propertindo (Makassar),Construction/Building/Engineering
PT Pillar Utama Contrindo,Manufacturing/Production
PT Pillar Utama Contrindo (Surabaya)a,Heavy Industrial/Machinery/Equipment
PT Pillaru Tijaar Sarana,General & Wholesale Trading
PT Pilot Tech Indonesia (Jakarta),Electrical & Electronics
PT PIM Pharmaceuticals,Healthcare/Medical
PT Pima Retailindo,Retail/Merchandise
PT Pimamas,Property / Real Estate
PT PIMSF FME,Others
PT Pinago Utama,Polymer/Plastic/Rubber/Tyres
PT Pinako Rotari Permai,Wood / Fibre / Paper
PT PINANG JAYA ABADI,Others
PT Pinantik Utama,Computer / Information Technology (Software)
PT Pinaras Raya Abadi,Construction/Building/Engineering
PT Pinasthika Adi Konsultama,Human Resources Management / Consulting
PT Pindad,Manufacturing / Production
PT Pinde Indonesia,Education
PT Pindi Mulya Abadi,Manufacturing / Production
PT Pindo Deli Pulp and Paper Mills ( PRW ),Consulting (Business & Management)
PT Pine Solusindo,Manufacturing / Production
PT Pineapple Creative Studio,Architectural Services/Interior Designing
PT Pineapple Creative Studio,Architectural Services/Interior Designing
PT Pineappletech Multi Cemerlang,Computer/Information Technology (Software)
PT Ping Loka Distriniaga (Yogyakarta),BioTechnology/Pharmaceutical/Clinical research
PT Pinggan Wahana Pratama,Heavy Industrial / Machinery / Equipment
PT Pingroun Food Jakarta,Manufacturing/Production
PT Pinisi Duta Bahari,Travel / Tourism
PT Pinjam Cepat Indonesia,Banking/Financial Services
